food_id,food_name,food_name_clean,old_image_url,old_status,old_status_detail,new_image_url,refresh_source,refresh_detail
FD0218,jeruk garut,jeruk garut,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,invalid_or_broken,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,category_fallback_fruit,trusted_category_fallback
FD0178,ikan lele goreng,ikan lele goreng,https://kbu-cdn.com/dk/wp-content/uploads/lele-goreng-bumbu-lengkuas.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0252,kacang tanah atom,kacang tanah atom,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/11/21/4260757127.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0205,jam selai,jam selai,https://i0.wp.com/pinkkorset.com/wp-content/uploads/2016/07/selai.jpg,invalid_or_broken,HTTP Error 400: Bad Request,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0236,kacang kedelai basah,kacang kedelai basah,https://tempebumbung.files.wordpress.com/2016/01/biji-kedelai.jpg,invalid_or_broken,200 text/html; charset=utf-8,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0272,katul jagung,katul jagung,https://s2.bukalapak.com/img/2370243413/large/20180830_215736_scaled.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0031,bagea kenari asin,bagea kenari asin,https://images.tokopedia.net/img/cache/700/hDjmkQ/2021/10/4/73219f10-0149-4af7-b1ca-c51d90ca767b.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0290,keripik tempe abadi murni,keripik tempe abadi murni,8597be9ee32588c99d9ad731093cd18a (640×640) (shopee.co.id),invalid_or_broken,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0291,keripik tempe abadi sedang,keripik tempe abadi sedang,kripik_tempe_abadi.jpg (600×450) (bukalapak.com),invalid_or_broken,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0116,dendeng belut goreng,dendeng belut goreng,https://selerasa.com/wp-content/uploads/2015/11/images_dendeng-belut.JPG,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fried-Chicken-Set.jpg,category_fallback_protein,trusted_category_fallback
FD0294,kerupuk aci,kerupuk aci,https://alatpresplastik.com/wp-content/uploads/2022/01/kekekeru.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0292,keripik tempe abadi telur,keripik tempe abadi telur,https://s2.bukalapak.com/img/7559256151/large/kripik_tempe_abadi.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0300,kerupuk melinjo tebal goreng asin,kerupuk melinjo tebal goreng asin,https://assets.indozone.id/content/2021/10/31/qEsgvo3/gampang-ini-cara-membuat-emping-melinjo-yang-gurih-dan-renyah30_700.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0301,kerupuk melinjo tebal goreng manis,kerupuk melinjo tebal goreng manis,https://assets.indozone.id/content/2021/10/31/qEsgvo3/gampang-ini-cara-membuat-emping-melinjo-yang-gurih-dan-renyah30_700.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0302,kerupuk melinjo tipis goreng,kerupuk melinjo tipis goreng,https://assets.indozone.id/content/2021/10/31/qEsgvo3/gampang-ini-cara-membuat-emping-melinjo-yang-gurih-dan-renyah30_700.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0250,kacang sukro,kacang sukro,https://icalan.id/userfile/filemanager/834//lz-olshop_1630921772-uTyPi.jpeg,invalid_or_broken,HTTP Error 403: Forbidden,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0073,buah kom segar,buah kom segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/25/8a8932b4-ab82-4346-835e-07171fc1afec.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,category_fallback_fruit,trusted_category_fallback
FD0321,kue kelapa,kue kelapa,https://assets.suaramerdeka.com/crop/0x0:0x0/750x500/webp/photo/2023/01/03/3184254010.png,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0326,kue pia,kue pia,https://www.resepkuerenyah.com/wp-content/uploads/2015/05/Resep-Kue-Pia-Kacang-Hijau.jpg,invalid_or_broken,200 text/html,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0080,buah rotan segar,buah rotan segar,https://images.tokopedia.net/img/cache/700/hDjmkQ/2022/4/12/ad4d114e-599c-444e-9c1f-afa012cc8316.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,category_fallback_fruit,trusted_category_fallback
FD0323,kue lumpur,kue lumpur,https://img.kurio.network/u_ismzhaT5An97OjUr0AzVYEjCE=/1200x900/filters:quality(80)/https://kurio-img.kurioapps.com/21/09/21/eec4bac2-8193-41bd-b249-22a4afc28519.jpe,invalid_or_broken,200 text/html; charset=UTF-8,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0360,mangga segar,mangga segar,https://arahpantura.aboutsemarang.id/wp-content/uploads/2023/05/A6CCD5BB-60B4-46F0-87C4-A63241A9D6FC.png,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,category_fallback_fruit,trusted_category_fallback
FD0293,keripik ubi,keripik ubi,https://kurio-img.kurioapps.com/21/09/02/38b4842e-bbd0-4c81-9ac4-2f41364dfbfc.jpe,invalid_or_broken,200 text/html; charset=UTF-8,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0367,martabak mesir,martabak mesir,https://www.resepkuerenyah.com/wp-content/uploads/2016/11/45.-resep-martabak-mesir.jpg,invalid_or_broken,200 text/html,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0204,jagung titi,jagung titi,https://www.goodnewsfromindonesia.id/uploads/post/large-jagung-titi-khas-nusa-tenggara-timur-tagar-auto-x2-6d59375d908da9e03022e47ce4038409.jpg,invalid_or_broken,HTTP Error 404: Not Found,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0374,mie bakso,mie bakso,https://upload.wikimedia.org/wikipedia/commons/a/a9/Indonesian_bakso%2C_with_noodle_and_bean_sprouts%2C_April_2018_%2803%29.jpg,invalid_or_broken,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (,https://upload.wikimedia.org/wikipedia/commons/e/ed/MIE_KERING_MAKASSAR.jpg,category_fallback_noodle,trusted_category_fallback
FD0389,nasi gemuk,nasi gemuk,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Nasi_Gmk.jpg/1200px-Nasi_Gmk.jpg,invalid_or_broken,HTTP Error 400: Use thumbnail sizes listed on https://w.wiki/GHai,https://upload.wikimedia.org/wikipedia/commons/8/84/Cooked_Rice_2.jpg,category_fallback_rice,trusted_category_fallback
FD0396,nasu likku masakan,nasu likku masakan,https://cdn-2.tstatic.net/makassar/foto/bank/images/nasu-likku-wajo.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,category_fallback_menu,trusted_category_fallback
FD0397,noga kacang tanah,noga kacang tanah,https://t-2.tstatic.net/priangan/foto/bank/images/Noga-Suuk.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0399,oncom goreng,oncom goreng,https://t-2.tstatic.net/medan/foto/bank/images/Resep-Oncom-Goreng-Tepung.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,category_fallback_vegetable,trusted_category_fallback
FD0401,oncom hitam goreng bertepung,oncom hitam goreng bertepung,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/07/19/2363852219.png,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,category_fallback_vegetable,trusted_category_fallback
FD0402,oncom kacang tanah pepes,oncom kacang tanah pepes,https://t-2.tstatic.net/palembang/foto/bank/images/oncom_20170407_152823.jpg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,category_fallback_vegetable,trusted_category_fallback
FD0329,kue satu,kue satu,https://commons.wikimedia.org/wiki/Special:FilePath/Kue%20satu%202.JPG,invalid_or_broken,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach or instead use thumbnail images in sizes listed on https://w.wiki/GHai. (,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0368,martabak telur,martabak telur,https://www.masakapahariini.com/wp-content/uploads/2020/10/Martabak-Telor-Bayam.jpg,invalid_or_broken,HTTP Error 403: Forbidden,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0124,dodol kedondong,dodol kedondong,https://smansabangko.sch.id/storage/smansabangko.sch.id/editor/irouKFVLfBSxITWbSup2WiqvqfbWRybMTVnpJgr8.jpg,invalid_or_broken,<urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,category_fallback_snack,trusted_category_fallback
FD0392,nasi jagung,nasi jagung,https://tokohinspiratif.id/wp-content/uploads/2019/03/WhatsApp-Image-2019-03-25-at-16.10.19-1280x640.jpeg,invalid_or_broken,<urlopen error [Errno 11001] getaddrinfo failed>,https://upload.wikimedia.org/wikipedia/commons/8/84/Cooked_Rice_2.jpg,category_fallback_rice,trusted_category_fallback
FD0394,nasi tim,nasi tim,https://www.masakapahariini.com/wp-content/uploads/2022/08/cara-membuat-nasi-tim-ayam-sayuran-mpasi.jpg,invalid_or_broken,HTTP Error 403: Forbidden,https://upload.wikimedia.org/wikipedia/commons/8/84/Cooked_Rice_2.jpg,category_fallback_rice,trusted_category_fallback
